gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000074201.8,CLNS1A,-1.1548147201538086,NA,0.24816630778432758,0.001393876172786225,NA,NA,NA,1,1,1
ENSG00000126803.9,HSPA2,1.1545963287353516,NA,0.24825577078810868,1.7320347391286616e-07,NA,NA,NA,1,1,1
ENSG00000163734.4,CXCL3,1.1544182300567627,NA,0.24832874476447675,0.00015740694077798868,NA,NA,NA,1,1,1
ENSG00000239789.5,MRPS17,-1.15440833568573,NA,0.2483327993142298,4.017670485729303e-05,NA,NA,NA,1,1,1
ENSG00000182899.14,RPL35A,-1.1541475057601929,NA,0.24843969981022118,1.6421955798719923e-05,NA,NA,NA,1,1,1
ENSG00000224559.2,LINC01087,-1.1534198522567751,NA,0.2487380969382572,0.12034453212040504,NA,NA,NA,1,1,1
ENSG00000113441.15,LNPEP,1.153398036956787,NA,0.24874704685391535,0.0035555361576906333,NA,NA,NA,1,1,1
ENSG00000260186.5,LINC02137,-1.1530908346176147,NA,0.24887310318763545,2.9582954360355667e-07,NA,NA,NA,1,1,1
ENSG00000125691.12,RPL23,-1.1528134346008299,NA,0.24898696891276573,0.023291313660306807,NA,NA,NA,1,1,1
ENSG00000144115.16,THNSL2,1.1525133345325111,NA,0.24911019344907537,0.4112816522658761,NA,NA,NA,3,3,3
ENSG00000166508.17,MCM7,-1.152478575706482,NA,0.24912446857690518,0.00016076424252911618,NA,NA,NA,1,1,1
ENSG00000141279.15,NPEPPS,1.1522901813217226,NA,0.24920185035492137,0.0158292254457221,NA,NA,NA,2,2,2
ENSG00000168899.4,VAMP5,1.1522168615086241,NA,0.24923197053653157,0.06995177422048317,NA,NA,NA,2,2,2
ENSG00000185561.9,TLCD2,1.1520249474261999,NA,0.2493108219424156,0.49329724959567367,NA,NA,NA,2,2,2
ENSG00000088387.18,DOCK9,1.1519666910171509,NA,0.24933476110157382,0.006727963135101757,NA,NA,NA,1,1,1
ENSG00000166548.15,TK2,-1.1518320215934146,NA,0.249390106617702,0.512072706319944,NA,NA,NA,3,3,3
ENSG00000100593.17,ISM2,1.1515855262383845,NA,0.24949143182798428,4.866154009596985e-05,NA,NA,NA,2,2,2
ENSG00000100764.13,PSMC1,-1.150858759880066,NA,0.2497903463016532,0.001727433707570842,NA,NA,NA,1,1,1
ENSG00000260916.7,CCPG1,1.1508108377456663,NA,0.24981006516630377,0.018553791400219843,NA,NA,NA,1,1,1
ENSG00000167034.9,NKX3-1,1.150392770767212,NA,0.24998213631542465,0.040524239082664996,NA,NA,NA,1,1,1
ENSG00000055955.15,ITIH4,-1.1497992247993079,NA,0.25022657461248965,0.6923939774809111,NA,NA,NA,2,2,2
ENSG00000075234.16,TTC38,-1.1491658687591553,NA,0.2504875918159436,0.03578355210774349,NA,NA,NA,1,1,1
ENSG00000197191.4,CYSRT1,-1.1487623453140259,NA,0.2506539900607563,0.015808215093092146,NA,NA,NA,1,1,1
